	image_paths	species
435	dataset/cropped/Acer campestre/434.jpg	Acer campestre
436	dataset/cropped/Acer campestre/435.jpg	Acer campestre
437	dataset/cropped/Acer campestre/436.jpg	Acer campestre
438	dataset/cropped/Acer campestre/437.jpg	Acer campestre
439	dataset/cropped/Acer campestre/438.jpg	Acer campestre
440	dataset/cropped/Acer campestre/439.jpg	Acer campestre
441	dataset/cropped/Acer campestre/440.jpg	Acer campestre
442	dataset/cropped/Acer campestre/441.jpg	Acer campestre
443	dataset/cropped/Acer campestre/442.jpg	Acer campestre
444	dataset/cropped/Acer campestre/443.jpg	Acer campestre
445	dataset/cropped/Acer campestre/444.jpg	Acer campestre
446	dataset/cropped/Acer campestre/445.jpg	Acer campestre
447	dataset/cropped/Acer campestre/446.jpg	Acer campestre
448	dataset/cropped/Acer campestre/447.jpg	Acer campestre
449	dataset/cropped/Acer campestre/448.jpg	Acer campestre
450	dataset/cropped/Acer campestre/449.jpg	Acer campestre
451	dataset/cropped/Acer campestre/450.jpg	Acer campestre
452	dataset/cropped/Acer campestre/451.jpg	Acer campestre
453	dataset/cropped/Acer campestre/452.jpg	Acer campestre
454	dataset/cropped/Acer campestre/453.jpg	Acer campestre
455	dataset/cropped/Acer campestre/454.jpg	Acer campestre
456	dataset/cropped/Acer campestre/455.jpg	Acer campestre
457	dataset/cropped/Acer campestre/456.jpg	Acer campestre
458	dataset/cropped/Acer campestre/457.jpg	Acer campestre
459	dataset/cropped/Acer campestre/458.jpg	Acer campestre
460	dataset/cropped/Acer campestre/459.jpg	Acer campestre
461	dataset/cropped/Acer campestre/460.jpg	Acer campestre
462	dataset/cropped/Acer campestre/461.jpg	Acer campestre
463	dataset/cropped/Acer campestre/462.jpg	Acer campestre
464	dataset/cropped/Acer campestre/463.jpg	Acer campestre
465	dataset/cropped/Acer campestre/464.jpg	Acer campestre
466	dataset/cropped/Acer campestre/465.jpg	Acer campestre
467	dataset/cropped/Acer campestre/466.jpg	Acer campestre
468	dataset/cropped/Acer campestre/467.jpg	Acer campestre
469	dataset/cropped/Acer campestre/468.jpg	Acer campestre
470	dataset/cropped/Acer campestre/469.jpg	Acer campestre
471	dataset/cropped/Acer campestre/470.jpg	Acer campestre
472	dataset/cropped/Acer campestre/471.jpg	Acer campestre
473	dataset/cropped/Acer campestre/472.jpg	Acer campestre
474	dataset/cropped/Acer campestre/473.jpg	Acer campestre
475	dataset/cropped/Acer campestre/474.jpg	Acer campestre
476	dataset/cropped/Acer campestre/475.jpg	Acer campestre
477	dataset/cropped/Acer campestre/476.jpg	Acer campestre
478	dataset/cropped/Acer campestre/477.jpg	Acer campestre
479	dataset/cropped/Acer campestre/478.jpg	Acer campestre
480	dataset/cropped/Acer campestre/479.jpg	Acer campestre
481	dataset/cropped/Acer campestre/480.jpg	Acer campestre
482	dataset/cropped/Acer campestre/481.jpg	Acer campestre
483	dataset/cropped/Acer campestre/482.jpg	Acer campestre
484	dataset/cropped/Acer campestre/483.jpg	Acer campestre
485	dataset/cropped/Acer campestre/484.jpg	Acer campestre
486	dataset/cropped/Acer campestre/485.jpg	Acer campestre
487	dataset/cropped/Acer campestre/486.jpg	Acer campestre
488	dataset/cropped/Acer campestre/487.jpg	Acer campestre
489	dataset/cropped/Acer campestre/488.jpg	Acer campestre
490	dataset/cropped/Acer campestre/489.jpg	Acer campestre
491	dataset/cropped/Acer campestre/490.jpg	Acer campestre
492	dataset/cropped/Acer campestre/491.jpg	Acer campestre
493	dataset/cropped/Acer campestre/492.jpg	Acer campestre
494	dataset/cropped/Acer campestre/493.jpg	Acer campestre
495	dataset/cropped/Acer campestre/494.jpg	Acer campestre
496	dataset/cropped/Acer campestre/495.jpg	Acer campestre
497	dataset/cropped/Acer campestre/496.jpg	Acer campestre
498	dataset/cropped/Acer campestre/497.jpg	Acer campestre
499	dataset/cropped/Acer campestre/498.jpg	Acer campestre
500	dataset/cropped/Acer campestre/499.jpg	Acer campestre
501	dataset/cropped/Acer campestre/500.jpg	Acer campestre
502	dataset/cropped/Acer campestre/501.jpg	Acer campestre
503	dataset/cropped/Acer campestre/502.jpg	Acer campestre
504	dataset/cropped/Acer campestre/503.jpg	Acer campestre
505	dataset/cropped/Acer campestre/504.jpg	Acer campestre
506	dataset/cropped/Acer campestre/505.jpg	Acer campestre
507	dataset/cropped/Acer campestre/506.jpg	Acer campestre
508	dataset/cropped/Acer campestre/507.jpg	Acer campestre
509	dataset/cropped/Acer campestre/508.jpg	Acer campestre
510	dataset/cropped/Acer campestre/509.jpg	Acer campestre
511	dataset/cropped/Acer campestre/510.jpg	Acer campestre
512	dataset/cropped/Acer campestre/511.jpg	Acer campestre
513	dataset/cropped/Acer campestre/512.jpg	Acer campestre
514	dataset/cropped/Acer campestre/513.jpg	Acer campestre
515	dataset/cropped/Acer campestre/514.jpg	Acer campestre
516	dataset/cropped/Acer campestre/515.jpg	Acer campestre
517	dataset/cropped/Acer campestre/516.jpg	Acer campestre
518	dataset/cropped/Acer campestre/517.jpg	Acer campestre
519	dataset/cropped/Acer campestre/518.jpg	Acer campestre
520	dataset/cropped/Acer campestre/519.jpg	Acer campestre
521	dataset/cropped/Acer campestre/520.jpg	Acer campestre
522	dataset/cropped/Acer campestre/521.jpg	Acer campestre
523	dataset/cropped/Acer campestre/522.jpg	Acer campestre
524	dataset/cropped/Acer campestre/523.jpg	Acer campestre
525	dataset/cropped/Acer campestre/524.jpg	Acer campestre
526	dataset/cropped/Acer campestre/525.jpg	Acer campestre
527	dataset/cropped/Acer campestre/526.jpg	Acer campestre
528	dataset/cropped/Acer campestre/527.jpg	Acer campestre
529	dataset/cropped/Acer campestre/528.jpg	Acer campestre
530	dataset/cropped/Acer campestre/529.jpg	Acer campestre
531	dataset/cropped/Acer campestre/530.jpg	Acer campestre
532	dataset/cropped/Acer campestre/531.jpg	Acer campestre
533	dataset/cropped/Acer campestre/532.jpg	Acer campestre
534	dataset/cropped/Acer campestre/533.jpg	Acer campestre
535	dataset/cropped/Acer campestre/534.jpg	Acer campestre
536	dataset/cropped/Acer campestre/535.jpg	Acer campestre
537	dataset/cropped/Acer campestre/536.jpg	Acer campestre
538	dataset/cropped/Acer campestre/537.jpg	Acer campestre
539	dataset/cropped/Acer campestre/538.jpg	Acer campestre
540	dataset/cropped/Acer campestre/539.jpg	Acer campestre
541	dataset/cropped/Acer campestre/540.jpg	Acer campestre
542	dataset/cropped/Acer campestre/541.jpg	Acer campestre
543	dataset/cropped/Acer campestre/542.jpg	Acer campestre
544	dataset/cropped/Acer campestre/543.jpg	Acer campestre
545	dataset/cropped/Acer campestre/544.jpg	Acer campestre
546	dataset/cropped/Acer campestre/545.jpg	Acer campestre
547	dataset/cropped/Acer campestre/546.jpg	Acer campestre
548	dataset/cropped/Acer campestre/547.jpg	Acer campestre
549	dataset/cropped/Acer campestre/548.jpg	Acer campestre
550	dataset/cropped/Acer campestre/549.jpg	Acer campestre
551	dataset/cropped/Acer campestre/550.jpg	Acer campestre
552	dataset/cropped/Acer campestre/551.jpg	Acer campestre
553	dataset/cropped/Acer campestre/552.jpg	Acer campestre
554	dataset/cropped/Acer ginnala/553.jpg	Acer ginnala
555	dataset/cropped/Acer ginnala/554.jpg	Acer ginnala
556	dataset/cropped/Acer ginnala/555.jpg	Acer ginnala
557	dataset/cropped/Acer ginnala/556.jpg	Acer ginnala
558	dataset/cropped/Acer ginnala/557.jpg	Acer ginnala
559	dataset/cropped/Acer ginnala/558.jpg	Acer ginnala
560	dataset/cropped/Acer ginnala/559.jpg	Acer ginnala
561	dataset/cropped/Acer ginnala/560.jpg	Acer ginnala
562	dataset/cropped/Acer ginnala/561.jpg	Acer ginnala
563	dataset/cropped/Acer ginnala/562.jpg	Acer ginnala
564	dataset/cropped/Acer ginnala/563.jpg	Acer ginnala
565	dataset/cropped/Acer ginnala/564.jpg	Acer ginnala
566	dataset/cropped/Acer ginnala/565.jpg	Acer ginnala
567	dataset/cropped/Acer ginnala/566.jpg	Acer ginnala
568	dataset/cropped/Acer ginnala/567.jpg	Acer ginnala
569	dataset/cropped/Acer ginnala/568.jpg	Acer ginnala
570	dataset/cropped/Acer ginnala/569.jpg	Acer ginnala
571	dataset/cropped/Acer ginnala/570.jpg	Acer ginnala
572	dataset/cropped/Acer ginnala/571.jpg	Acer ginnala
573	dataset/cropped/Acer ginnala/572.jpg	Acer ginnala
574	dataset/cropped/Acer ginnala/573.jpg	Acer ginnala
575	dataset/cropped/Acer ginnala/574.jpg	Acer ginnala
576	dataset/cropped/Acer ginnala/575.jpg	Acer ginnala
577	dataset/cropped/Acer ginnala/576.jpg	Acer ginnala
578	dataset/cropped/Acer ginnala/577.jpg	Acer ginnala
579	dataset/cropped/Acer ginnala/578.jpg	Acer ginnala
580	dataset/cropped/Acer ginnala/579.jpg	Acer ginnala
581	dataset/cropped/Acer ginnala/580.jpg	Acer ginnala
582	dataset/cropped/Acer ginnala/581.jpg	Acer ginnala
583	dataset/cropped/Acer ginnala/582.jpg	Acer ginnala
584	dataset/cropped/Acer ginnala/583.jpg	Acer ginnala
585	dataset/cropped/Acer ginnala/584.jpg	Acer ginnala
586	dataset/cropped/Acer ginnala/585.jpg	Acer ginnala
587	dataset/cropped/Acer ginnala/586.jpg	Acer ginnala
588	dataset/cropped/Acer ginnala/587.jpg	Acer ginnala
589	dataset/cropped/Acer ginnala/588.jpg	Acer ginnala
590	dataset/cropped/Acer ginnala/589.jpg	Acer ginnala
591	dataset/cropped/Acer ginnala/590.jpg	Acer ginnala
592	dataset/cropped/Acer ginnala/591.jpg	Acer ginnala
593	dataset/cropped/Acer ginnala/592.jpg	Acer ginnala
594	dataset/cropped/Acer ginnala/593.jpg	Acer ginnala
595	dataset/cropped/Acer ginnala/594.jpg	Acer ginnala
596	dataset/cropped/Acer ginnala/595.jpg	Acer ginnala
597	dataset/cropped/Acer ginnala/596.jpg	Acer ginnala
598	dataset/cropped/Acer ginnala/597.jpg	Acer ginnala
599	dataset/cropped/Acer ginnala/598.jpg	Acer ginnala
600	dataset/cropped/Acer ginnala/599.jpg	Acer ginnala
601	dataset/cropped/Acer ginnala/600.jpg	Acer ginnala
602	dataset/cropped/Acer ginnala/601.jpg	Acer ginnala
603	dataset/cropped/Acer ginnala/602.jpg	Acer ginnala
604	dataset/cropped/Acer ginnala/603.jpg	Acer ginnala
605	dataset/cropped/Acer ginnala/604.jpg	Acer ginnala
606	dataset/cropped/Acer ginnala/605.jpg	Acer ginnala
607	dataset/cropped/Acer ginnala/606.jpg	Acer ginnala
608	dataset/cropped/Acer ginnala/607.jpg	Acer ginnala
609	dataset/cropped/Acer ginnala/608.jpg	Acer ginnala
610	dataset/cropped/Acer ginnala/609.jpg	Acer ginnala
611	dataset/cropped/Acer ginnala/610.jpg	Acer ginnala
612	dataset/cropped/Acer ginnala/611.jpg	Acer ginnala
613	dataset/cropped/Acer ginnala/612.jpg	Acer ginnala
614	dataset/cropped/Acer ginnala/613.jpg	Acer ginnala
615	dataset/cropped/Acer ginnala/614.jpg	Acer ginnala
616	dataset/cropped/Acer ginnala/615.jpg	Acer ginnala
617	dataset/cropped/Acer ginnala/616.jpg	Acer ginnala
618	dataset/cropped/Acer ginnala/617.jpg	Acer ginnala
619	dataset/cropped/Acer ginnala/618.jpg	Acer ginnala
620	dataset/cropped/Acer ginnala/619.jpg	Acer ginnala
621	dataset/cropped/Acer ginnala/620.jpg	Acer ginnala
622	dataset/cropped/Acer ginnala/621.jpg	Acer ginnala
623	dataset/cropped/Acer ginnala/622.jpg	Acer ginnala
624	dataset/cropped/Acer ginnala/623.jpg	Acer ginnala
625	dataset/cropped/Acer ginnala/624.jpg	Acer ginnala
626	dataset/cropped/Acer ginnala/625.jpg	Acer ginnala
627	dataset/cropped/Acer ginnala/626.jpg	Acer ginnala
628	dataset/cropped/Acer ginnala/627.jpg	Acer ginnala
629	dataset/cropped/Acer ginnala/628.jpg	Acer ginnala
630	dataset/cropped/Acer ginnala/629.jpg	Acer ginnala
631	dataset/cropped/Acer ginnala/630.jpg	Acer ginnala
632	dataset/cropped/Acer ginnala/631.jpg	Acer ginnala
633	dataset/cropped/Acer ginnala/632.jpg	Acer ginnala
634	dataset/cropped/Acer ginnala/633.jpg	Acer ginnala
635	dataset/cropped/Acer ginnala/634.jpg	Acer ginnala
636	dataset/cropped/Acer ginnala/635.jpg	Acer ginnala
637	dataset/cropped/Acer ginnala/636.jpg	Acer ginnala
638	dataset/cropped/Acer ginnala/637.jpg	Acer ginnala
639	dataset/cropped/Acer ginnala/638.jpg	Acer ginnala
640	dataset/cropped/Acer ginnala/639.jpg	Acer ginnala
641	dataset/cropped/Acer ginnala/640.jpg	Acer ginnala
642	dataset/cropped/Acer ginnala/641.jpg	Acer ginnala
643	dataset/cropped/Acer ginnala/642.jpg	Acer ginnala
644	dataset/cropped/Acer ginnala/643.jpg	Acer ginnala
645	dataset/cropped/Acer ginnala/644.jpg	Acer ginnala
646	dataset/cropped/Acer ginnala/645.jpg	Acer ginnala
647	dataset/cropped/Acer ginnala/646.jpg	Acer ginnala
648	dataset/cropped/Acer ginnala/647.jpg	Acer ginnala
649	dataset/cropped/Acer ginnala/648.jpg	Acer ginnala
650	dataset/cropped/Acer ginnala/649.jpg	Acer ginnala
651	dataset/cropped/Acer ginnala/650.jpg	Acer ginnala
652	dataset/cropped/Acer ginnala/651.jpg	Acer ginnala
653	dataset/cropped/Acer ginnala/652.jpg	Acer ginnala
654	dataset/cropped/Acer ginnala/653.jpg	Acer ginnala
655	dataset/cropped/Acer ginnala/654.jpg	Acer ginnala
656	dataset/cropped/Acer ginnala/655.jpg	Acer ginnala
657	dataset/cropped/Acer ginnala/656.jpg	Acer ginnala
658	dataset/cropped/Acer ginnala/657.jpg	Acer ginnala
659	dataset/cropped/Acer ginnala/658.jpg	Acer ginnala
660	dataset/cropped/Acer ginnala/659.jpg	Acer ginnala
661	dataset/cropped/Acer ginnala/660.jpg	Acer ginnala
662	dataset/cropped/Acer ginnala/661.jpg	Acer ginnala
663	dataset/cropped/Acer ginnala/662.jpg	Acer ginnala
664	dataset/cropped/Acer ginnala/663.jpg	Acer ginnala
665	dataset/cropped/Acer ginnala/664.jpg	Acer ginnala
666	dataset/cropped/Acer ginnala/665.jpg	Acer ginnala
667	dataset/cropped/Acer ginnala/666.jpg	Acer ginnala
668	dataset/cropped/Acer ginnala/667.jpg	Acer ginnala
669	dataset/cropped/Acer ginnala/668.jpg	Acer ginnala
670	dataset/cropped/Acer ginnala/669.jpg	Acer ginnala
671	dataset/cropped/Acer ginnala/670.jpg	Acer ginnala
672	dataset/cropped/Acer ginnala/671.jpg	Acer ginnala
673	dataset/cropped/Acer ginnala/672.jpg	Acer ginnala
674	dataset/cropped/Acer ginnala/673.jpg	Acer ginnala
675	dataset/cropped/Acer ginnala/674.jpg	Acer ginnala
676	dataset/cropped/Acer ginnala/675.jpg	Acer ginnala
677	dataset/cropped/Acer ginnala/676.jpg	Acer ginnala
678	dataset/cropped/Acer ginnala/677.jpg	Acer ginnala
679	dataset/cropped/Acer ginnala/678.jpg	Acer ginnala
680	dataset/cropped/Acer ginnala/679.jpg	Acer ginnala
681	dataset/cropped/Acer ginnala/680.jpg	Acer ginnala
682	dataset/cropped/Acer ginnala/681.jpg	Acer ginnala
683	dataset/cropped/Acer ginnala/682.jpg	Acer ginnala
684	dataset/cropped/Acer ginnala/683.jpg	Acer ginnala
685	dataset/cropped/Acer ginnala/684.jpg	Acer ginnala
686	dataset/cropped/Acer ginnala/685.jpg	Acer ginnala
687	dataset/cropped/Acer ginnala/686.jpg	Acer ginnala
688	dataset/cropped/Acer ginnala/687.jpg	Acer ginnala
689	dataset/cropped/Acer ginnala/688.jpg	Acer ginnala
690	dataset/cropped/Acer ginnala/689.jpg	Acer ginnala
691	dataset/cropped/Acer ginnala/690.jpg	Acer ginnala
692	dataset/cropped/Acer ginnala/691.jpg	Acer ginnala
693	dataset/cropped/Acer ginnala/692.jpg	Acer ginnala
694	dataset/cropped/Acer ginnala/693.jpg	Acer ginnala
695	dataset/cropped/Acer ginnala/694.jpg	Acer ginnala
696	dataset/cropped/Acer ginnala/695.jpg	Acer ginnala
697	dataset/cropped/Acer ginnala/696.jpg	Acer ginnala
698	dataset/cropped/Acer ginnala/697.jpg	Acer ginnala
699	dataset/cropped/Acer ginnala/698.jpg	Acer ginnala
700	dataset/cropped/Acer ginnala/699.jpg	Acer ginnala
701	dataset/cropped/Acer ginnala/700.jpg	Acer ginnala
702	dataset/cropped/Acer ginnala/701.jpg	Acer ginnala
703	dataset/cropped/Acer ginnala/702.jpg	Acer ginnala
704	dataset/cropped/Acer ginnala/703.jpg	Acer ginnala
705	dataset/cropped/Acer griseum/704.jpg	Acer griseum
706	dataset/cropped/Acer griseum/705.jpg	Acer griseum
707	dataset/cropped/Acer griseum/706.jpg	Acer griseum
708	dataset/cropped/Acer griseum/707.jpg	Acer griseum
709	dataset/cropped/Acer griseum/708.jpg	Acer griseum
710	dataset/cropped/Acer griseum/709.jpg	Acer griseum
711	dataset/cropped/Acer griseum/710.jpg	Acer griseum
712	dataset/cropped/Acer griseum/711.jpg	Acer griseum
713	dataset/cropped/Acer griseum/712.jpg	Acer griseum
714	dataset/cropped/Acer griseum/713.jpg	Acer griseum
715	dataset/cropped/Acer griseum/714.jpg	Acer griseum
716	dataset/cropped/Acer griseum/715.jpg	Acer griseum
717	dataset/cropped/Acer griseum/716.jpg	Acer griseum
718	dataset/cropped/Acer griseum/717.jpg	Acer griseum
719	dataset/cropped/Acer griseum/718.jpg	Acer griseum
720	dataset/cropped/Acer griseum/719.jpg	Acer griseum
721	dataset/cropped/Acer griseum/720.jpg	Acer griseum
722	dataset/cropped/Acer griseum/721.jpg	Acer griseum
723	dataset/cropped/Acer griseum/722.jpg	Acer griseum
724	dataset/cropped/Acer griseum/723.jpg	Acer griseum
725	dataset/cropped/Acer griseum/724.jpg	Acer griseum
726	dataset/cropped/Acer griseum/725.jpg	Acer griseum
727	dataset/cropped/Acer griseum/726.jpg	Acer griseum
728	dataset/cropped/Acer griseum/727.jpg	Acer griseum
729	dataset/cropped/Acer griseum/728.jpg	Acer griseum
730	dataset/cropped/Acer griseum/729.jpg	Acer griseum
731	dataset/cropped/Acer griseum/730.jpg	Acer griseum
732	dataset/cropped/Acer griseum/731.jpg	Acer griseum
733	dataset/cropped/Acer griseum/732.jpg	Acer griseum
734	dataset/cropped/Acer griseum/733.jpg	Acer griseum
735	dataset/cropped/Acer griseum/734.jpg	Acer griseum
736	dataset/cropped/Acer griseum/735.jpg	Acer griseum
737	dataset/cropped/Acer griseum/736.jpg	Acer griseum
738	dataset/cropped/Acer griseum/737.jpg	Acer griseum
739	dataset/cropped/Acer griseum/738.jpg	Acer griseum
740	dataset/cropped/Acer griseum/739.jpg	Acer griseum
741	dataset/cropped/Acer griseum/740.jpg	Acer griseum
742	dataset/cropped/Acer griseum/741.jpg	Acer griseum
743	dataset/cropped/Acer griseum/742.jpg	Acer griseum
744	dataset/cropped/Acer griseum/743.jpg	Acer griseum
745	dataset/cropped/Acer griseum/744.jpg	Acer griseum
746	dataset/cropped/Acer griseum/745.jpg	Acer griseum
747	dataset/cropped/Acer griseum/746.jpg	Acer griseum
748	dataset/cropped/Acer griseum/747.jpg	Acer griseum
749	dataset/cropped/Acer griseum/748.jpg	Acer griseum
750	dataset/cropped/Acer griseum/749.jpg	Acer griseum
751	dataset/cropped/Acer griseum/750.jpg	Acer griseum
752	dataset/cropped/Acer griseum/751.jpg	Acer griseum
753	dataset/cropped/Acer griseum/752.jpg	Acer griseum
754	dataset/cropped/Acer griseum/753.jpg	Acer griseum
755	dataset/cropped/Acer griseum/754.jpg	Acer griseum
756	dataset/cropped/Acer griseum/755.jpg	Acer griseum
757	dataset/cropped/Acer griseum/756.jpg	Acer griseum
758	dataset/cropped/Acer griseum/757.jpg	Acer griseum
759	dataset/cropped/Acer griseum/758.jpg	Acer griseum
760	dataset/cropped/Acer griseum/759.jpg	Acer griseum
761	dataset/cropped/Acer griseum/760.jpg	Acer griseum
762	dataset/cropped/Acer griseum/761.jpg	Acer griseum
763	dataset/cropped/Acer griseum/762.jpg	Acer griseum
764	dataset/cropped/Acer griseum/763.jpg	Acer griseum
765	dataset/cropped/Acer griseum/764.jpg	Acer griseum
766	dataset/cropped/Acer griseum/765.jpg	Acer griseum
767	dataset/cropped/Acer griseum/766.jpg	Acer griseum
768	dataset/cropped/Acer griseum/767.jpg	Acer griseum
769	dataset/cropped/Acer griseum/768.jpg	Acer griseum
770	dataset/cropped/Acer griseum/769.jpg	Acer griseum
771	dataset/cropped/Acer griseum/770.jpg	Acer griseum
772	dataset/cropped/Acer griseum/771.jpg	Acer griseum
773	dataset/cropped/Acer griseum/772.jpg	Acer griseum
